OrderID,Supplier,ProductCategory,Region,OrderDate,DeliveryDate,UnitsOrdered,UnitPrice,InventoryStock,DeliveryStatus,DelayDays,ContractID,TotalPrice,IsLate
ORD00625,Supplier_C,Clothing,North,2023-08-02 10:00:00,2023-04-03 12:00:00,24,347.16,622,Cancelled,-9,CON0625,8331.84,No
ORD00626,Supplier_B,Electronics,East,2023-11-17 03:00:00,2023-01-06 14:00:00,34,133.2,408,Delayed,13,CON0626,4528.8,Yes
ORD00627,Supplier_C,Furniture,East,2023-03-29 01:00:00,2023-09-09 23:00:00,7,451.33,758,Delayed,25,CON0627,3159.31,Yes
ORD00628,Supplier_C,Clothing,East,2023-03-27 16:00:00,2023-06-24 07:00:00,75,217.5,70,Pending,14,CON0628,16312.5,Yes
ORD00629,Supplier_D,Food,East,2023-06-03 08:00:00,2023-06-12 03:00:00,11,408.04,820,Cancelled,23,CON0629,4488.44,Yes
ORD00630,Supplier_D,Electronics,West,2023-07-23 13:00:00,2023-11-16 09:00:00,36,197.47,943,Pending,1,CON0630,7108.92,Yes
ORD00631,Supplier_A,Clothing,West,2023-05-10 18:00:00,2023-07-29 12:00:00,20,426.21,326,Pending,8,CON0631,8524.2,Yes
ORD00632,Supplier_A,Food,East,2023-11-04 15:00:00,2023-12-09 20:00:00,63,320.13,211,Delayed,19,CON0632,20168.19,Yes
ORD00633,Supplier_C,Food,West,2023-03-09 21:00:00,2023-10-23 21:00:00,80,74.82,308,Delayed,26,CON0633,5985.6,Yes
ORD00634,Supplier_B,Electronics,East,2023-03-06 07:00:00,2023-05-17 21:00:00,63,326.58,107,Cancelled,-10,CON0634,20574.54,No
ORD00635,Supplier_D,Clothing,East,2023-11-10 00:00:00,2023-01-29 14:00:00,69,99.72,176,Pending,-8,CON0635,6880.68,No
ORD00636,Supplier_A,Food,East,2023-08-29 09:00:00,2023-05-23 06:00:00,88,208.9,426,Delayed,15,CON0636,18383.2,Yes
ORD00637,Supplier_C,Clothing,North,2023-03-21 08:00:00,2023-05-07 18:00:00,30,89.3,739,Pending,4,CON0637,2679.0,Yes
ORD00638,Supplier_A,Clothing,East,2023-03-01 20:00:00,2023-03-22 06:00:00,30,15.9,530,Cancelled,17,CON0638,477.0,Yes
ORD00639,Supplier_B,Food,North,2023-07-29 15:00:00,2023-06-24 19:00:00,97,109.88,833,Delivered,-7,CON0639,10658.36,No
ORD00640,Supplier_D,Clothing,North,2023-05-19 05:00:00,2023-01-15 16:00:00,84,270.5,417,Delivered,8,CON0640,22722.0,Yes
ORD00641,Supplier_A,Clothing,East,2023-06-21 12:00:00,2023-09-21 07:00:00,22,243.37,247,Delivered,13,CON0641,5354.14,Yes
ORD00642,Supplier_B,Furniture,East,2023-07-09 16:00:00,2023-06-11 06:00:00,61,253.24,208,Delivered,29,CON0642,15447.64,Yes
ORD00643,Supplier_A,Electronics,North,2023-08-20 19:00:00,2023-01-11 08:00:00,21,127.61,215,Delivered,-5,CON0643,2679.81,No
ORD00644,Supplier_D,Furniture,East,2023-09-13 03:00:00,2023-04-17 00:00:00,37,344.15,712,Delayed,5,CON0644,12733.55,Yes
ORD00645,Supplier_B,Food,West,2023-05-08 13:00:00,2023-12-04 00:00:00,27,353.61,437,Cancelled,21,CON0645,9547.47,Yes
ORD00646,Supplier_C,Clothing,North,2023-12-04 01:00:00,2023-06-05 18:00:00,35,182.19,768,Delivered,19,CON0646,6376.65,Yes
ORD00647,Supplier_C,Furniture,East,2023-12-19 08:00:00,2023-04-12 07:00:00,38,441.18,617,Delayed,24,CON0647,16764.84,Yes
ORD00648,Supplier_B,Food,South,2023-06-05 11:00:00,2023-10-07 11:00:00,60,323.79,987,Cancelled,-3,CON0648,19427.4,No
ORD00649,Supplier_B,Clothing,South,2023-09-21 15:00:00,2023-02-04 18:00:00,70,357.95,310,Delayed,-6,CON0649,25056.5,No
ORD00650,Supplier_B,Clothing,South,2023-05-19 05:00:00,2023-10-10 08:00:00,32,142.28,782,Cancelled,26,CON0650,4552.96,Yes
ORD00651,Supplier_B,Furniture,East,2023-03-27 06:00:00,2023-05-11 21:00:00,80,5.3,382,Delayed,1,CON0651,424.0,Yes
ORD00652,Supplier_D,Clothing,East,2023-05-12 00:00:00,2023-07-19 21:00:00,92,433.36,980,Delivered,14,CON0652,39869.12,Yes
ORD00653,Supplier_C,Furniture,West,2023-05-15 05:00:00,2023-05-19 02:00:00,80,412.1,270,Cancelled,22,CON0653,32968.0,Yes
ORD00654,Supplier_C,Clothing,North,2023-07-31 00:00:00,2023-04-05 19:00:00,27,65.98,120,Cancelled,28,CON0654,1781.46,Yes
ORD00655,Supplier_C,Furniture,West,2023-01-31 02:00:00,2023-07-15 05:00:00,3,190.18,406,Delivered,13,CON0655,570.54,Yes
ORD00656,Supplier_B,Food,South,2023-11-20 23:00:00,2023-07-12 22:00:00,49,332.36,244,Cancelled,0,CON0656,16285.64,No
ORD00657,Supplier_C,Food,West,2023-11-12 04:00:00,2023-09-26 13:00:00,85,327.79,65,Cancelled,24,CON0657,27862.15,Yes
ORD00658,Supplier_A,Electronics,East,2023-12-11 19:00:00,2023-05-09 04:00:00,30,430.87,941,Pending,29,CON0658,12926.1,Yes
ORD00659,Supplier_C,Clothing,South,2023-07-21 11:00:00,2023-12-09 23:00:00,22,74.43,227,Delayed,-10,CON0659,1637.46,No
ORD00660,Supplier_A,Food,South,2023-06-09 03:00:00,2023-07-06 11:00:00,19,217.82,881,Cancelled,-3,CON0660,4138.58,No
ORD00661,Supplier_C,Clothing,West,2023-05-21 04:00:00,2023-07-26 05:00:00,31,53.13,136,Cancelled,12,CON0661,1647.03,Yes
ORD00662,Supplier_C,Furniture,West,2023-09-11 17:00:00,2023-04-22 06:00:00,20,197.85,193,Delayed,9,CON0662,3957.0,Yes
ORD00663,Supplier_C,Food,East,2023-06-29 22:00:00,2023-05-03 02:00:00,19,12.48,705,Pending,21,CON0663,237.12,Yes
ORD00664,Supplier_B,Electronics,East,2023-10-17 00:00:00,2023-03-15 18:00:00,2,449.65,657,Delayed,0,CON0664,899.3,No
ORD00665,Supplier_B,Furniture,North,2023-04-26 20:00:00,2023-06-30 13:00:00,40,265.89,656,Delayed,-4,CON0665,10635.6,No
ORD00666,Supplier_D,Electronics,South,2023-11-05 06:00:00,2023-01-20 16:00:00,39,425.65,488,Pending,19,CON0666,16600.35,Yes
ORD00667,Supplier_D,Food,West,2023-04-13 04:00:00,2023-05-07 12:00:00,91,34.65,583,Pending,28,CON0667,3153.15,Yes
ORD00668,Supplier_C,Clothing,West,2023-08-09 08:00:00,2023-03-08 08:00:00,72,117.59,353,Delayed,2,CON0668,8466.48,Yes
ORD00669,Supplier_D,Furniture,South,2023-12-22 00:00:00,2023-05-27 11:00:00,54,133.39,929,Delayed,-8,CON0669,7203.06,No
ORD00670,Supplier_A,Clothing,North,2023-01-18 17:00:00,2023-11-02 14:00:00,27,196.41,964,Cancelled,-4,CON0670,5303.07,No
ORD00671,Supplier_C,Clothing,North,2023-06-15 15:00:00,2023-10-15 19:00:00,79,402.42,703,Delivered,2,CON0671,31791.18,Yes
ORD00672,Supplier_D,Food,North,2023-10-05 21:00:00,2023-09-08 08:00:00,12,196.35,555,Delivered,26,CON0672,2356.2,Yes
ORD00673,Supplier_A,Furniture,North,2023-03-30 12:00:00,2023-10-24 08:00:00,78,106.3,156,Delivered,14,CON0673,8291.4,Yes
ORD00674,Supplier_B,Food,North,2023-02-24 04:00:00,2023-07-19 16:00:00,71,37.17,957,Cancelled,12,CON0674,2639.07,Yes
ORD00675,Supplier_A,Food,West,2023-07-28 23:00:00,2023-02-15 08:00:00,17,44.35,475,Cancelled,22,CON0675,753.95,Yes
ORD00676,Supplier_A,Electronics,South,2023-12-27 17:00:00,2023-06-10 05:00:00,90,381.22,15,Delayed,-6,CON0676,34309.8,No
ORD00677,Supplier_D,Furniture,East,2023-03-23 20:00:00,2024-01-01 23:00:00,84,225.18,77,Delivered,21,CON0677,18915.12,Yes
ORD00678,Supplier_B,Clothing,South,2023-08-20 23:00:00,2023-03-02 20:00:00,10,364.46,51,Delayed,19,CON0678,3644.6,Yes
ORD00679,Supplier_A,Clothing,North,2023-08-08 23:00:00,2023-09-13 01:00:00,19,342.73,513,Delivered,20,CON0679,6511.87,Yes
ORD00680,Supplier_C,Food,South,2023-04-09 08:00:00,2023-04-15 11:00:00,82,72.0,503,Delivered,2,CON0680,5904.0,Yes
ORD00681,Supplier_C,Clothing,West,2023-03-26 23:00:00,2023-11-19 15:00:00,30,75.73,743,Cancelled,-6,CON0681,2271.9,No
ORD00682,Supplier_B,Food,South,2023-02-19 08:00:00,2023-07-21 00:00:00,30,378.89,60,Delivered,12,CON0682,11366.7,Yes
ORD00683,Supplier_A,Food,East,2023-06-13 22:00:00,2023-09-24 22:00:00,25,362.03,131,Delivered,-10,CON0683,9050.75,No
ORD00684,Supplier_B,Food,East,2023-08-30 10:00:00,2023-07-22 05:00:00,88,192.13,381,Delivered,-1,CON0684,16907.44,No
ORD00685,Supplier_A,Furniture,West,2023-12-07 12:00:00,2023-09-15 09:00:00,74,43.32,563,Delayed,16,CON0685,3205.68,Yes
ORD00686,Supplier_B,Food,North,2023-02-02 09:00:00,2023-04-28 10:00:00,66,10.99,808,Delayed,-3,CON0686,725.34,No
ORD00687,Supplier_C,Food,North,2023-05-21 19:00:00,2023-11-15 04:00:00,96,147.64,691,Pending,-8,CON0687,14173.44,No
ORD00688,Supplier_A,Food,West,2023-04-11 18:00:00,2023-02-16 17:00:00,35,9.57,542,Cancelled,8,CON0688,334.95,Yes
ORD00689,Supplier_C,Clothing,West,2023-06-19 21:00:00,2023-03-11 06:00:00,51,118.89,409,Pending,-9,CON0689,6063.39,No
ORD00690,Supplier_D,Clothing,North,2023-04-12 15:00:00,2023-12-20 07:00:00,71,212.65,154,Cancelled,20,CON0690,15098.15,Yes
ORD00691,Supplier_B,Clothing,West,2023-11-22 04:00:00,2023-01-08 16:00:00,71,65.1,632,Cancelled,-1,CON0691,4622.1,No
ORD00692,Supplier_D,Furniture,South,2023-08-08 13:00:00,2023-09-05 02:00:00,27,56.62,50,Delayed,5,CON0692,1528.74,Yes
ORD00693,Supplier_D,Clothing,West,2023-08-21 19:00:00,2023-12-22 06:00:00,10,448.74,993,Delivered,26,CON0693,4487.4,Yes
ORD00694,Supplier_C,Food,West,2023-03-24 21:00:00,2023-12-18 18:00:00,97,294.81,94,Delayed,9,CON0694,28596.57,Yes
ORD00695,Supplier_B,Clothing,East,2023-11-24 20:00:00,2023-12-20 16:00:00,43,467.56,687,Delivered,-8,CON0695,20105.08,No
ORD00696,Supplier_C,Clothing,North,2023-02-09 08:00:00,2023-10-24 01:00:00,55,176.18,522,Cancelled,24,CON0696,9689.9,Yes
ORD00697,Supplier_B,Food,West,2023-12-09 12:00:00,2023-07-04 20:00:00,71,340.19,903,Pending,23,CON0697,24153.49,Yes
ORD00698,Supplier_B,Furniture,South,2023-03-21 01:00:00,2023-05-13 13:00:00,6,106.32,523,Pending,10,CON0698,637.92,Yes
ORD00699,Supplier_C,Furniture,East,2023-08-28 15:00:00,2023-04-09 10:00:00,6,311.08,354,Cancelled,25,CON0699,1866.48,Yes
ORD00700,Supplier_C,Food,East,2023-08-03 14:00:00,2023-08-22 20:00:00,77,69.14,44,Delivered,21,CON0700,5323.78,Yes
ORD00701,Supplier_A,Furniture,West,2023-03-12 17:00:00,2023-03-09 17:00:00,48,6.03,801,Delayed,7,CON0701,289.44,Yes
ORD00702,Supplier_A,Food,West,2023-09-03 05:00:00,2023-09-04 08:00:00,77,466.11,204,Delayed,23,CON0702,35890.47,Yes
ORD00703,Supplier_C,Clothing,East,2023-03-11 09:00:00,2023-06-05 22:00:00,2,279.67,730,Delayed,27,CON0703,559.34,Yes
ORD00704,Supplier_B,Food,East,2023-03-16 09:00:00,2023-08-21 02:00:00,83,463.84,839,Delayed,-8,CON0704,38498.72,No
ORD00705,Supplier_B,Electronics,East,2023-09-05 20:00:00,2023-03-23 05:00:00,51,170.25,430,Pending,-8,CON0705,8682.75,No
ORD00706,Supplier_A,Furniture,South,2023-04-19 15:00:00,2024-01-01 22:00:00,61,167.25,255,Pending,16,CON0706,10202.25,Yes
ORD00707,Supplier_D,Furniture,North,2023-12-24 22:00:00,2023-05-03 11:00:00,19,203.32,247,Delivered,-9,CON0707,3863.08,No
ORD00708,Supplier_C,Food,East,2023-04-20 14:00:00,2023-10-16 10:00:00,2,354.49,532,Delivered,-8,CON0708,708.98,No
ORD00709,Supplier_D,Electronics,East,2023-11-16 04:00:00,2023-12-19 19:00:00,51,285.08,40,Cancelled,6,CON0709,14539.08,Yes
ORD00710,Supplier_B,Clothing,South,2023-01-10 22:00:00,2023-08-25 12:00:00,26,463.05,458,Delayed,28,CON0710,12039.3,Yes
ORD00711,Supplier_D,Furniture,East,2023-05-28 08:00:00,2023-05-27 21:00:00,70,17.59,789,Pending,27,CON0711,1231.3,Yes
ORD00712,Supplier_C,Food,North,2023-06-10 21:00:00,2023-11-01 02:00:00,20,355.56,276,Delayed,29,CON0712,7111.2,Yes
ORD00713,Supplier_B,Food,East,2023-12-20 19:00:00,2023-03-09 18:00:00,23,168.51,923,Pending,8,CON0713,3875.73,Yes
ORD00714,Supplier_D,Electronics,South,2023-11-26 03:00:00,2023-11-04 15:00:00,54,94.22,194,Delayed,8,CON0714,5087.88,Yes
ORD00715,Supplier_D,Electronics,North,2023-10-25 17:00:00,2023-01-23 09:00:00,15,257.65,70,Cancelled,-6,CON0715,3864.75,No
ORD00716,Supplier_C,Food,West,2023-09-02 05:00:00,2023-12-27 17:00:00,6,255.01,269,Delivered,-6,CON0716,1530.06,No
ORD00717,Supplier_B,Clothing,West,2023-01-11 08:00:00,2023-12-09 08:00:00,92,72.82,334,Delayed,3,CON0717,6699.44,Yes
ORD00718,Supplier_A,Electronics,West,2023-06-30 03:00:00,2023-09-29 21:00:00,35,104.94,584,Pending,16,CON0718,3672.9,Yes
ORD00719,Supplier_D,Electronics,West,2023-10-23 21:00:00,2023-02-08 14:00:00,75,207.04,307,Delayed,25,CON0719,15528.0,Yes
ORD00720,Supplier_D,Electronics,North,2023-04-30 04:00:00,2023-08-28 07:00:00,8,207.36,426,Cancelled,29,CON0720,1658.88,Yes
ORD00721,Supplier_A,Food,South,2023-01-31 03:00:00,2023-12-07 12:00:00,57,162.19,198,Pending,24,CON0721,9244.83,Yes
ORD00722,Supplier_D,Electronics,South,2023-01-24 17:00:00,2023-04-08 17:00:00,50,78.53,75,Delayed,10,CON0722,3926.5,Yes
ORD00723,Supplier_A,Furniture,West,2023-12-17 11:00:00,2023-02-06 15:00:00,49,7.16,786,Delivered,-6,CON0723,350.84,No
ORD00724,Supplier_A,Food,East,2023-04-29 02:00:00,2023-02-13 09:00:00,88,485.27,794,Cancelled,13,CON0724,42703.76,Yes
ORD00725,Supplier_D,Clothing,West,2023-11-27 08:00:00,2023-08-09 23:00:00,21,472.03,657,Delayed,28,CON0725,9912.63,Yes
ORD00726,Supplier_B,Electronics,West,2023-10-05 23:00:00,2023-11-19 08:00:00,36,244.41,524,Pending,13,CON0726,8798.76,Yes
ORD00727,Supplier_D,Food,East,2023-03-30 10:00:00,2023-07-16 00:00:00,71,497.55,874,Delivered,29,CON0727,35326.05,Yes
ORD00728,Supplier_A,Electronics,North,2023-06-16 16:00:00,2023-10-23 16:00:00,69,338.46,640,Delivered,2,CON0728,23353.74,Yes
ORD00729,Supplier_C,Electronics,North,2023-05-09 17:00:00,2023-10-05 00:00:00,58,39.08,229,Cancelled,27,CON0729,2266.64,Yes
ORD00730,Supplier_B,Electronics,West,2023-10-26 13:00:00,2023-01-10 03:00:00,63,63.27,84,Pending,-10,CON0730,3986.01,No
ORD00731,Supplier_C,Electronics,North,2023-10-28 10:00:00,2023-07-16 14:00:00,93,458.47,161,Cancelled,28,CON0731,42637.71,Yes
ORD00732,Supplier_B,Food,North,2023-01-03 01:00:00,2023-07-14 19:00:00,16,316.88,396,Delivered,-1,CON0732,5070.08,No
ORD00733,Supplier_C,Electronics,East,2023-01-22 10:00:00,2023-10-20 07:00:00,6,422.38,876,Pending,-9,CON0733,2534.28,No
ORD00734,Supplier_A,Furniture,West,2023-07-14 15:00:00,2023-04-24 09:00:00,78,449.64,370,Delivered,5,CON0734,35071.92,Yes
ORD00735,Supplier_C,Food,West,2023-11-19 21:00:00,2023-02-15 01:00:00,52,226.73,562,Pending,26,CON0735,11789.96,Yes
ORD00736,Supplier_B,Furniture,North,2023-02-18 13:00:00,2023-08-06 23:00:00,2,29.02,214,Cancelled,5,CON0736,58.04,Yes
ORD00737,Supplier_B,Furniture,North,2023-01-18 06:00:00,2023-04-28 08:00:00,89,98.2,0,Pending,12,CON0737,8739.8,Yes
ORD00738,Supplier_B,Furniture,East,2023-02-16 00:00:00,2023-01-19 12:00:00,95,37.95,982,Delivered,15,CON0738,3605.25,Yes
ORD00739,Supplier_B,Clothing,West,2023-07-22 10:00:00,2023-04-29 06:00:00,77,98.43,376,Cancelled,5,CON0739,7579.11,Yes
ORD00740,Supplier_C,Furniture,East,2023-05-20 20:00:00,2023-04-30 08:00:00,18,208.21,411,Delivered,16,CON0740,3747.78,Yes
ORD00741,Supplier_C,Furniture,East,2023-04-11 16:00:00,2023-02-13 23:00:00,81,63.51,634,Delayed,19,CON0741,5144.31,Yes
ORD00742,Supplier_D,Electronics,South,2023-08-22 19:00:00,2023-11-16 07:00:00,92,87.53,799,Delayed,22,CON0742,8052.76,Yes
ORD00743,Supplier_D,Furniture,North,2023-08-16 17:00:00,2023-03-05 03:00:00,76,225.68,199,Cancelled,21,CON0743,17151.68,Yes
ORD00744,Supplier_D,Clothing,South,2023-12-16 19:00:00,2023-07-28 07:00:00,35,173.38,182,Delivered,-2,CON0744,6068.3,No
ORD00745,Supplier_D,Furniture,South,2023-10-27 16:00:00,2023-07-27 03:00:00,86,236.49,409,Pending,0,CON0745,20338.14,No
ORD00746,Supplier_D,Clothing,East,2023-08-25 08:00:00,2023-01-23 05:00:00,39,217.44,397,Delivered,26,CON0746,8480.16,Yes
ORD00747,Supplier_C,Electronics,East,2023-12-11 04:00:00,2023-03-20 11:00:00,1,324.02,215,Cancelled,-5,CON0747,324.02,No
ORD00748,Supplier_D,Furniture,North,2023-12-29 19:00:00,2023-07-31 21:00:00,37,468.91,751,Cancelled,19,CON0748,17349.67,Yes
ORD00749,Supplier_C,Electronics,East,2023-05-29 11:00:00,2023-03-20 10:00:00,21,58.39,348,Cancelled,29,CON0749,1226.19,Yes
ORD00750,Supplier_B,Furniture,North,2023-09-23 23:00:00,2023-08-23 15:00:00,1,54.13,579,Delivered,4,CON0750,54.13,Yes
ORD00751,Supplier_D,Electronics,North,2023-10-12 17:00:00,2023-03-29 01:00:00,4,427.14,830,Delivered,19,CON0751,1708.56,Yes
ORD00752,Supplier_C,Clothing,South,2023-07-18 00:00:00,2023-05-05 14:00:00,96,255.67,593,Pending,7,CON0752,24544.32,Yes
ORD00753,Supplier_C,Food,South,2023-12-05 11:00:00,2023-10-11 05:00:00,58,384.37,653,Cancelled,1,CON0753,22293.46,Yes
ORD00754,Supplier_B,Furniture,North,2023-06-07 17:00:00,2023-11-26 20:00:00,1,111.63,922,Delayed,-7,CON0754,111.63,No
ORD00755,Supplier_B,Clothing,East,2023-12-22 15:00:00,2023-07-06 02:00:00,13,415.29,40,Pending,5,CON0755,5398.77,Yes
ORD00756,Supplier_A,Electronics,North,2023-12-30 15:00:00,2023-05-15 12:00:00,46,462.3,750,Pending,12,CON0756,21265.8,Yes
ORD00757,Supplier_B,Clothing,West,2023-12-23 02:00:00,2023-01-25 23:00:00,47,319.56,2,Pending,0,CON0757,15019.32,No
ORD00758,Supplier_B,Clothing,North,2023-07-29 07:00:00,2023-01-10 06:00:00,81,57.41,93,Delayed,13,CON0758,4650.21,Yes
ORD00759,Supplier_C,Furniture,North,2023-02-10 22:00:00,2023-11-07 07:00:00,76,448.17,58,Delivered,11,CON0759,34060.92,Yes
ORD00760,Supplier_C,Food,North,2023-02-26 01:00:00,2023-02-27 21:00:00,7,397.28,739,Pending,28,CON0760,2780.96,Yes
ORD00761,Supplier_A,Furniture,North,2023-08-26 03:00:00,2023-11-24 10:00:00,51,376.68,406,Cancelled,4,CON0761,19210.68,Yes
ORD00762,Supplier_C,Electronics,North,2023-09-08 02:00:00,2023-03-26 06:00:00,3,23.18,17,Delayed,4,CON0762,69.54,Yes
ORD00763,Supplier_D,Electronics,North,2023-01-22 22:00:00,2023-08-12 22:00:00,50,400.49,493,Delayed,-1,CON0763,20024.5,No
ORD00764,Supplier_D,Furniture,East,2023-10-04 23:00:00,2023-09-27 12:00:00,26,73.29,750,Cancelled,17,CON0764,1905.54,Yes
ORD00765,Supplier_B,Food,East,2023-10-30 04:00:00,2023-02-13 08:00:00,31,115.08,871,Delivered,25,CON0765,3567.48,Yes
ORD00766,Supplier_A,Furniture,South,2023-02-08 18:00:00,2023-06-01 18:00:00,62,290.68,507,Pending,6,CON0766,18022.16,Yes
ORD00767,Supplier_C,Clothing,South,2023-04-06 02:00:00,2023-01-03 01:00:00,26,136.17,585,Pending,25,CON0767,3540.42,Yes
ORD00768,Supplier_A,Electronics,East,2023-03-23 02:00:00,2023-06-06 04:00:00,67,332.37,887,Pending,11,CON0768,22268.79,Yes
ORD00769,Supplier_B,Clothing,North,2023-05-21 00:00:00,2023-05-26 02:00:00,55,305.99,331,Delayed,12,CON0769,16829.45,Yes
ORD00770,Supplier_C,Clothing,East,2023-12-05 00:00:00,2023-10-03 17:00:00,28,58.53,168,Delayed,18,CON0770,1638.84,Yes
ORD00771,Supplier_A,Food,East,2023-05-02 21:00:00,2023-12-28 22:00:00,44,329.73,775,Delayed,11,CON0771,14508.12,Yes
ORD00772,Supplier_B,Furniture,North,2023-06-01 01:00:00,2023-11-01 08:00:00,81,462.36,671,Delivered,0,CON0772,37451.16,No
ORD00773,Supplier_A,Clothing,North,2023-08-16 21:00:00,2023-12-04 05:00:00,38,84.75,848,Delivered,25,CON0773,3220.5,Yes
ORD00774,Supplier_B,Electronics,South,2023-02-20 23:00:00,2023-07-18 18:00:00,30,300.55,680,Delivered,18,CON0774,9016.5,Yes
ORD00775,Supplier_B,Food,North,2023-10-24 06:00:00,2023-11-14 05:00:00,66,174.22,940,Delayed,21,CON0775,11498.52,Yes
ORD00776,Supplier_D,Electronics,North,2023-07-28 00:00:00,2023-10-19 18:00:00,8,232.51,205,Cancelled,3,CON0776,1860.08,Yes
ORD00777,Supplier_C,Furniture,North,2023-07-19 11:00:00,2023-05-08 17:00:00,14,147.07,868,Delivered,7,CON0777,2058.98,Yes
ORD00778,Supplier_A,Food,East,2023-10-12 02:00:00,2023-11-21 13:00:00,99,180.29,520,Pending,27,CON0778,17848.71,Yes
ORD00779,Supplier_B,Food,South,2023-07-16 22:00:00,2023-08-15 04:00:00,62,19.31,504,Delayed,26,CON0779,1197.22,Yes
ORD00780,Supplier_B,Electronics,East,2023-04-09 20:00:00,2023-01-25 19:00:00,75,490.87,345,Cancelled,23,CON0780,36815.25,Yes
ORD00781,Supplier_A,Furniture,East,2023-05-18 11:00:00,2024-01-03 12:00:00,63,314.28,303,Delayed,12,CON0781,19799.64,Yes
ORD00782,Supplier_C,Electronics,West,2023-09-26 19:00:00,2023-07-28 12:00:00,79,252.85,114,Delivered,21,CON0782,19975.15,Yes
ORD00783,Supplier_B,Electronics,West,2023-12-24 15:00:00,2023-12-25 05:00:00,66,194.94,663,Cancelled,-8,CON0783,12866.04,No
ORD00784,Supplier_C,Food,West,2023-06-08 17:00:00,2023-02-22 12:00:00,96,271.99,86,Delivered,11,CON0784,26111.04,Yes
ORD00785,Supplier_D,Food,North,2023-04-11 07:00:00,2023-04-11 04:00:00,40,193.15,94,Cancelled,12,CON0785,7726.0,Yes
ORD00786,Supplier_D,Food,East,2023-07-22 16:00:00,2023-10-28 01:00:00,13,183.15,742,Delivered,-7,CON0786,2380.95,No
ORD00787,Supplier_D,Furniture,East,2023-07-29 11:00:00,2023-03-06 05:00:00,17,234.65,427,Cancelled,2,CON0787,3989.05,Yes
ORD00788,Supplier_D,Clothing,North,2023-06-27 12:00:00,2023-03-06 21:00:00,15,141.61,697,Cancelled,21,CON0788,2124.15,Yes
ORD00789,Supplier_D,Furniture,East,2023-07-21 04:00:00,2023-09-04 07:00:00,33,94.12,449,Pending,18,CON0789,3105.96,Yes
ORD00790,Supplier_C,Clothing,South,2023-12-13 11:00:00,2023-11-25 11:00:00,16,280.52,625,Pending,29,CON0790,4488.32,Yes
ORD00791,Supplier_B,Furniture,South,2023-03-20 02:00:00,2023-05-27 09:00:00,13,422.17,785,Delayed,29,CON0791,5488.21,Yes
ORD00792,Supplier_B,Food,East,2023-12-30 03:00:00,2023-07-14 10:00:00,86,80.65,975,Cancelled,-1,CON0792,6935.9,No
ORD00793,Supplier_D,Clothing,East,2023-05-11 03:00:00,2023-04-01 14:00:00,23,21.2,540,Delayed,2,CON0793,487.6,Yes
ORD00794,Supplier_D,Electronics,South,2023-06-26 00:00:00,2023-08-11 15:00:00,36,127.17,714,Delayed,6,CON0794,4578.12,Yes
ORD00795,Supplier_D,Clothing,West,2023-08-07 22:00:00,2023-06-07 22:00:00,43,489.96,1,Cancelled,27,CON0795,21068.28,Yes
ORD00796,Supplier_A,Clothing,West,2023-05-14 06:00:00,2023-07-27 16:00:00,50,415.24,77,Delayed,-9,CON0796,20762.0,No
ORD00797,Supplier_A,Furniture,West,2023-10-23 02:00:00,2023-09-11 13:00:00,74,299.95,323,Delayed,6,CON0797,22196.3,Yes
ORD00798,Supplier_D,Food,North,2023-02-20 10:00:00,2023-09-03 01:00:00,81,464.98,742,Cancelled,15,CON0798,37663.38,Yes
ORD00799,Supplier_A,Furniture,West,2023-08-14 04:00:00,2023-07-07 23:00:00,94,225.41,97,Pending,27,CON0799,21188.54,Yes
ORD00800,Supplier_C,Electronics,South,2023-06-21 13:00:00,2023-11-20 22:00:00,13,491.72,628,Delivered,26,CON0800,6392.36,Yes
ORD00801,Supplier_D,Furniture,North,2023-08-15 05:00:00,2023-02-15 21:00:00,30,151.67,109,Cancelled,-6,CON0801,4550.1,No
ORD00802,Supplier_A,Furniture,South,2023-12-29 01:00:00,2023-02-25 04:00:00,57,123.95,678,Delivered,14,CON0802,7065.15,Yes
ORD00803,Supplier_B,Electronics,West,2023-07-18 06:00:00,2023-10-06 01:00:00,30,320.83,456,Pending,-2,CON0803,9624.9,No
ORD00804,Supplier_D,Electronics,East,2023-12-07 22:00:00,2023-10-28 05:00:00,71,192.19,487,Delayed,17,CON0804,13645.49,Yes
ORD00805,Supplier_A,Food,East,2023-01-16 15:00:00,2023-12-07 02:00:00,10,315.05,808,Delivered,11,CON0805,3150.5,Yes
ORD00806,Supplier_C,Electronics,North,2023-11-05 21:00:00,2023-04-17 09:00:00,99,155.97,966,Pending,18,CON0806,15441.03,Yes
ORD00807,Supplier_A,Furniture,South,2023-07-03 06:00:00,2023-05-17 20:00:00,66,310.87,370,Pending,24,CON0807,20517.42,Yes
ORD00808,Supplier_A,Electronics,North,2023-06-10 19:00:00,2023-01-17 03:00:00,94,141.49,336,Delivered,9,CON0808,13300.06,Yes
ORD00809,Supplier_C,Food,East,2023-03-12 06:00:00,2023-02-06 05:00:00,83,30.23,889,Cancelled,-6,CON0809,2509.09,No
ORD00810,Supplier_D,Food,West,2023-07-28 20:00:00,2023-05-08 08:00:00,39,456.51,598,Delivered,28,CON0810,17803.89,Yes
ORD00811,Supplier_A,Food,North,2023-01-11 16:00:00,2023-02-26 07:00:00,37,442.19,970,Cancelled,21,CON0811,16361.03,Yes
